Fecha,Hora,HR_local,MPU_roll,MPU_pitch,MPU_acc_x,MPU_acc_y,MPU_acc_z,MPU_gyr_x,MPU_gyr_y,MPU_gyr_z,MPU_estado,TOUCH_roll,TOUCH_pitch,TOUCH_acc_x,TOUCH_acc_y,TOUCH_acc_z,TOUCH_gyr_x,TOUCH_gyr_y,TOUCH_gyr_z,TOUCH_estado
04/04/2026,18:02:29,58,-7.88,1.21,-0.02,-0.14,1.01,-0.06,-0.13,0.11,0,162.93,25.59,-0.10,0.25,-0.92,-1.56,7.40,-0.28,1
04/04/2026,18:02:30,59,-7.90,1.22,-0.02,-0.14,1.01,-0.03,-0.10,0.10,0,163.00,25.64,-0.10,0.25,-0.92,-1.52,7.40,-0.27,1
04/04/2026,18:02:31,59,-7.93,1.23,-0.02,-0.14,1.01,0.01,-0.07,0.09,0,163.07,25.69,-0.10,0.25,-0.92,-1.49,7.39,-0.27,1
04/04/2026,18:02:32,60,-7.95,1.25,-0.02,-0.14,1.01,0.04,-0.04,0.07,0,163.14,25.74,-0.10,0.25,-0.92,-1.47,7.38,-0.25,1
04/04/2026,18:02:33,61,-7.98,1.26,-0.02,-0.14,1.01,0.07,-0.01,0.05,0,163.22,25.80,-0.10,0.25,-0.92,-1.45,7.37,-0.23,1
04/04/2026,18:02:34,62,-8.00,1.28,-0.02,-0.14,1.01,0.10,0.03,0.03,0,163.30,25.86,-0.10,0.25,-0.92,-1.44,7.35,-0.21,1
04/04/2026,18:02:35,63,-8.03,1.29,-0.02,-0.14,1.01,0.13,0.06,0.01,0,163.38,25.92,-0.11,0.25,-0.92,-1.44,7.33,-0.19,1
04/04/2026,18:02:36,64,-8.05,1.31,-0.02,-0.14,1.01,0.15,0.09,-0.01,0,163.47,25.99,-0.11,0.25,-0.92,-1.44,7.31,-0.17,1
04/04/2026,18:02:37,65,-8.08,1.32,-0.02,-0.14,1.01,0.17,0.12,-0.03,0,163.57,26.05,-0.11,0.25,-0.92,-1.45,7.28,-0.14,1
04/04/2026,18:02:38,67,-8.10,1.34,-0.02,-0.14,1.01,0.19,0.15,-0.05,0,163.66,26.12,-0.11,0.25,-0.92,-1.46,7.25,-0.11,1
04/04/2026,18:02:39,68,-8.12,1.35,-0.02,-0.14,1.01,0.20,0.17,-0.07,0,163.76,26.19,-0.11,0.25,-0.92,-1.48,7.22,-0.08,1
04/04/2026,18:02:40,69,-8.14,1.37,-0.02,-0.14,1.01,0.20,0.19,-0.09,0,163.85,26.26,-0.11,0.25,-0.92,-1.50,7.19,-0.05,1
04/04/2026,18:02:41,69,-8.15,1.38,-0.02,-0.14,1.01,0.20,0.21,-0.10,0,163.95,26.33,-0.11,0.25,-0.92,-1.52,7.15,-0.03,1
04/04/2026,18:02:42,70,-8.16,1.39,-0.02,-0.14,1.01,0.19,0.22,-0.11,0,164.05,26.40,-0.11,0.26,-0.92,-1.55,7.11,0.00,1
04/04/2026,18:02:43,71,-8.17,1.40,-0.02,-0.14,1.01,0.18,0.22,-0.12,0,164.15,26.48,-0.11,0.26,-0.92,-1.58,7.08,0.02,1
04/04/2026,18:02:44,71,-8.18,1.41,-0.02,-0.14,1.01,0.16,0.22,-0.12,0,164.25,26.55,-0.11,0.26,-0.92,-1.62,7.04,0.04,1
04/04/2026,18:02:45,71,-8.18,1.42,-0.02,-0.14,1.01,0.14,0.21,-0.12,0,164.36,26.62,-0.11,0.26,-0.92,-1.65,7.00,0.06,1
04/04/2026,18:02:46,72,-8.18,1.43,-0.02,-0.14,1.01,0.11,0.20,-0.11,0,164.46,26.70,-0.11,0.26,-0.92,-1.68,6.96,0.07,1
04/04/2026,18:02:47,72,-8.17,1.43,-0.02,-0.14,1.01,0.09,0.19,-0.10,0,164.55,26.77,-0.11,0.26,-0.92,-1.72,6.93,0.08,1
04/04/2026,18:02:48,71,-8.16,1.44,-0.02,-0.14,1.01,0.05,0.17,-0.09,0,164.65,26.85,-0.11,0.26,-0.92,-1.75,6.90,0.08,1
04/04/2026,18:02:49,71,-8.15,1.44,-0.02,-0.14,1.01,0.02,0.14,-0.08,0,164.75,26.92,-0.11,0.26,-0.92,-1.78,6.86,0.08,1
04/04/2026,18:02:50,71,-8.13,1.44,-0.02,-0.14,1.01,-0.01,0.11,-0.06,0,164.84,26.99,-0.11,0.26,-0.92,-1.80,6.84,0.07,1
04/04/2026,18:02:51,70,-8.12,1.44,-0.02,-0.14,1.01,-0.04,0.08,-0.04,0,164.93,27.06,-0.11,0.26,-0.92,-1.82,6.81,0.06,1
04/04/2026,18:02:52,69,-8.10,1.44,-0.02,-0.14,1.01,-0.08,0.05,-0.02,0,165.02,27.13,-0.11,0.26,-0.92,-1.84,6.79,0.05,1
04/04/2026,18:02:53,69,-8.07,1.43,-0.02,-0.14,1.01,-0.11,0.02,0.00,0,165.10,27.20,-0.11,0.26,-0.92,-1.85,6.77,0.03,1
04/04/2026,18:02:54,68,-8.05,1.42,-0.02,-0.14,1.01,-0.13,-0.01,0.03,0,165.19,27.26,-0.11,0.26,-0.92,-1.86,6.75,0.01,1
04/04/2026,18:02:55,67,-8.02,1.42,-0.02,-0.14,1.01,-0.16,-0.05,0.05,0,165.26,27.33,-0.11,0.26,-0.92,-1.86,6.74,-0.01,1
04/04/2026,18:02:56,66,-8.00,1.41,-0.02,-0.14,1.01,-0.17,-0.08,0.07,0,165.34,27.39,-0.11,0.26,-0.92,-1.85,6.73,-0.04,1
04/04/2026,18:02:57,65,-7.97,1.40,-0.02,-0.14,1.01,-0.19,-0.11,0.08,0,165.40,27.45,-0.11,0.26,-0.92,-1.84,6.73,-0.07,1
04/04/2026,18:02:58,65,-7.95,1.38,-0.02,-0.14,1.01,-0.20,-0.14,0.10,0,165.47,27.50,-0.11,0.26,-0.92,-1.82,6.73,-0.10,1
04/04/2026,18:02:59,64,-7.92,1.37,-0.02,-0.14,1.01,-0.20,-0.16,0.11,0,165.53,27.56,-0.11,0.26,-0.92,-1.80,6.73,-0.12,1
04/04/2026,18:03:00,64,-7.90,1.36,-0.02,-0.14,1.01,-0.20,-0.18,0.12,0,165.58,27.61,-0.11,0.26,-0.92,-1.77,6.74,-0.15,1
04/04/2026,18:03:01,63,-7.88,1.34,-0.02,-0.14,1.01,-0.19,-0.20,0.12,0,165.63,27.66,-0.11,0.26,-0.92,-1.73,6.75,-0.18,1
04/04/2026,18:03:02,63,-7.86,1.33,-0.02,-0.14,1.01,-0.18,-0.21,0.12,0,165.67,27.70,-0.11,0.26,-0.92,-1.69,6.76,-0.20,1
04/04/2026,18:03:03,62,-7.85,1.31,-0.02,-0.14,1.01,-0.16,-0.22,0.12,0,165.71,27.74,-0.11,0.26,-0.92,-1.65,6.78,-0.23,1
04/04/2026,18:03:04,62,-7.84,1.30,-0.02,-0.14,1.01,-0.14,-0.22,0.11,0,165.75,27.78,-0.11,0.26,-0.92,-1.60,6.80,-0.24,1
04/04/2026,18:03:05,62,-7.83,1.28,-0.02,-0.14,1.01,-0.11,-0.22,0.10,0,165.77,27.81,-0.11,0.26,-0.92,-1.54,6.82,-0.26,1
04/04/2026,18:03:06,62,-7.82,1.27,-0.02,-0.14,1.01,-0.08,-0.21,0.08,0,165.80,27.85,-0.11,0.26,-0.92,-1.49,6.84,-0.27,1
04/04/2026,18:03:07,62,-7.82,1.25,-0.02,-0.14,1.01,-0.05,-0.19,0.06,0,165.81,27.87,-0.11,0.26,-0.92,-1.43,6.87,-0.28,1
04/04/2026,18:03:08,62,-7.82,1.24,-0.02,-0.14,1.01,-0.02,-0.18,0.04,0,165.83,27.90,-0.11,0.26,-0.92,-1.37,6.89,-0.28,1
04/04/2026,18:03:09,62,-7.83,1.22,-0.02,-0.14,1.01,0.02,-0.15,0.02,0,165.83,27.92,-0.11,0.26,-0.92,-1.31,6.91,-0.28,1
04/04/2026,18:03:10,62,-7.84,1.21,-0.02,-0.14,1.01,0.05,-0.13,0.00,0,165.84,27.94,-0.11,0.26,-0.92,-1.25,6.94,-0.27,1
04/04/2026,18:03:11,62,-7.85,1.20,-0.02,-0.14,1.01,0.08,-0.10,-0.02,0,165.83,27.95,-0.11,0.26,-0.92,-1.19,6.96,-0.26,1
04/04/2026,18:03:12,62,-7.87,1.19,-0.02,-0.14,1.01,0.11,-0.07,-0.04,0,165.83,27.96,-0.11,0.26,-0.92,-1.14,6.99,-0.25,1
04/04/2026,18:03:13,62,-7.88,1.18,-0.02,-0.14,1.01,0.14,-0.03,-0.06,0,165.82,27.97,-0.11,0.26,-0.92,-1.08,7.01,-0.23,1
04/04/2026,18:03:14,62,-7.90,1.17,-0.02,-0.14,1.01,0.16,0.00,-0.08,0,165.80,27.97,-0.11,0.26,-0.92,-1.04,7.03,-0.20,1
04/04/2026,18:03:15,61,-7.93,1.17,-0.02,-0.14,1.01,0.18,0.03,-0.09,0,165.78,27.97,-0.11,0.26,-0.92,-0.99,7.04,-0.18,1
04/04/2026,18:03:16,61,-7.95,1.16,-0.02,-0.14,1.01,0.19,0.07,-0.11,0,165.76,27.97,-0.11,0.26,-0.92,-0.95,7.06,-0.15,1
04/04/2026,18:03:17,60,-7.98,1.16,-0.02,-0.14,1.01,0.20,0.10,-0.11,0,165.73,27.96,-0.11,0.26,-0.92,-0.91,7.07,-0.13,1
04/04/2026,18:03:18,60,-8.00,1.16,-0.02,-0.14,1.01,0.20,0.13,-0.12,0,165.70,27.95,-0.11,0.26,-0.92,-0.88,7.07,-0.10,1
04/04/2026,18:03:19,59,-8.03,1.16,-0.02,-0.14,1.01,0.20,0.15,-0.12,0,165.67,27.94,-0.11,0.26,-0.92,-0.86,7.08,-0.07,1
04/04/2026,18:03:20,59,-8.05,1.16,-0.02,-0.14,1.01,0.19,0.18,-0.12,0,165.64,27.92,-0.11,0.26,-0.92,-0.84,7.08,-0.04,1
04/04/2026,18:03:21,58,-8.08,1.17,-0.02,-0.14,1.01,0.17,0.19,-0.11,0,165.61,27.91,-0.11,0.26,-0.92,-0.83,7.07,-0.02,1
04/04/2026,18:03:22,57,-8.10,1.17,-0.02,-0.14,1.01,0.16,0.21,-0.10,0,165.57,27.89,-0.11,0.26,-0.92,-0.82,7.06,0.01,1
04/04/2026,18:03:23,56,-8.12,1.18,-0.02,-0.14,1.01,0.13,0.22,-0.09,0,165.53,27.86,-0.11,0.26,-0.92,-0.82,7.05,0.03,1
04/04/2026,18:03:24,55,-8.14,1.19,-0.02,-0.14,1.01,0.11,0.22,-0.07,0,165.50,27.84,-0.11,0.26,-0.92,-0.83,7.04,0.05,1
04/04/2026,18:03:25,55,-8.15,1.20,-0.02,-0.14,1.01,0.08,0.22,-0.05,0,165.46,27.81,-0.11,0.26,-0.92,-0.84,7.02,0.06,1
04/04/2026,18:03:26,54,-8.16,1.21,-0.02,-0.14,1.01,0.04,0.21,-0.03,0,165.42,27.79,-0.11,0.26,-0.92,-0.86,6.99,0.07,1
04/04/2026,18:03:27,53,-8.17,1.23,-0.02,-0.14,1.01,0.01,0.20,-0.01,0,165.38,27.76,-0.11,0.26,-0.92,-0.88,6.97,0.08,1
04/04/2026,18:03:28,53,-8.18,1.24,-0.02,-0.14,1.01,-0.02,0.18,0.01,0,165.35,27.73,-0.11,0.26,-0.92,-0.91,6.94,0.08,1
04/04/2026,18:03:29,53,-8.18,1.25,-0.02,-0.14,1.01,-0.05,0.16,0.04,0,165.32,27.70,-0.11,0.26,-0.92,-0.94,6.91,0.08,1
04/04/2026,18:03:30,52,-8.18,1.27,-0.02,-0.14,1.01,-0.09,0.14,0.06,0,165.28,27.66,-0.11,0.26,-0.92,-0.97,6.88,0.07,1
04/04/2026,18:03:31,52,-8.17,1.28,-0.02,-0.14,1.01,-0.11,0.11,0.07,0,165.25,27.63,-0.11,0.26,-0.92,-1.00,6.84,0.06,1
04/04/2026,18:03:32,53,-8.16,1.30,-0.02,-0.14,1.01,-0.14,0.08,0.09,0,165.23,27.60,-0.11,0.26,-0.92,-1.03,6.80,0.04,1
04/04/2026,18:03:33,53,-8.15,1.31,-0.02,-0.14,1.01,-0.16,0.05,0.10,0,165.20,27.57,-0.11,0.26,-0.92,-1.07,6.77,0.02,1
04/04/2026,18:03:34,53,-8.13,1.33,-0.02,-0.14,1.01,-0.18,0.01,0.11,0,165.18,27.53,-0.11,0.26,-0.92,-1.10,6.73,0.00,1
04/04/2026,18:03:35,54,-8.12,1.34,-0.02,-0.14,1.01,-0.19,-0.02,0.12,0,165.17,27.50,-0.11,0.26,-0.92,-1.13,6.69,-0.02,1
04/04/2026,18:03:36,55,-8.10,1.36,-0.02,-0.14,1.01,-0.20,-0.05,0.12,0,165.15,27.47,-0.11,0.27,-0.92,-1.16,6.65,-0.05,1
04/04/2026,18:03:37,55,-8.07,1.37,-0.02,-0.14,1.01,-0.20,-0.09,0.12,0,165.15,27.44,-0.12,0.27,-0.92,-1.18,6.62,-0.08,1
04/04/2026,18:03:38,56,-8.05,1.39,-0.02,-0.14,1.01,-0.20,-0.12,0.11,0,165.14,27.41,-0.12,0.27,-0.92,-1.21,6.58,-0.11,1
04/04/2026,18:03:39,58,-8.02,1.40,-0.02,-0.14,1.01,-0.19,-0.14,0.10,0,165.14,27.38,-0.12,0.27,-0.92,-1.22,6.55,-0.14,1
04/04/2026,18:03:40,59,-8.00,1.41,-0.02,-0.14,1.01,-0.17,-0.17,0.09,0,165.15,27.36,-0.12,0.27,-0.92,-1.24,6.52,-0.16,1
04/04/2026,18:03:41,60,-7.97,1.42,-0.02,-0.14,1.01,-0.15,-0.19,0.07,0,165.16,27.33,-0.12,0.27,-0.92,-1.24,6.50,-0.19,1
04/04/2026,18:03:42,61,-7.95,1.43,-0.02,-0.14,1.01,-0.13,-0.20,0.06,0,165.17,27.31,-0.12,0.27,-0.92,-1.24,6.47,-0.21,1
04/04/2026,18:03:43,62,-7.92,1.43,-0.02,-0.14,1.01,-0.10,-0.21,0.03,0,165.19,27.29,-0.12,0.27,-0.92,-1.24,6.45,-0.23,1
04/04/2026,18:03:44,63,-7.90,1.44,-0.02,-0.14,1.01,-0.07,-0.22,0.01,0,165.22,27.27,-0.12,0.27,-0.92,-1.23,6.44,-0.25,1
04/04/2026,18:03:45,64,-7.88,1.44,-0.02,-0.14,1.01,-0.04,-0.22,-0.01,0,165.25,27.26,-0.12,0.27,-0.92,-1.21,6.42,-0.26,1
04/04/2026,18:03:46,65,-7.86,1.44,-0.02,-0.14,1.01,-0.01,-0.22,-0.03,0,165.29,27.25,-0.12,0.27,-0.92,-1.19,6.41,-0.27,1
04/04/2026,18:03:47,65,-7.85,1.44,-0.02,-0.14,1.01,0.03,-0.21,-0.05,0,165.33,27.24,-0.12,0.27,-0.92,-1.16,6.41,-0.28,1
04/04/2026,18:03:48,66,-7.84,1.44,-0.02,-0.14,1.01,0.06,-0.19,-0.07,0,165.37,27.23,-0.12,0.27,-0.92,-1.12,6.41,-0.28,1
04/04/2026,18:03:49,67,-7.83,1.43,-0.02,-0.14,1.01,0.09,-0.17,-0.09,0,165.43,27.23,-0.12,0.27,-0.92,-1.08,6.41,-0.28,1
04/04/2026,18:03:50,67,-7.82,1.43,-0.02,-0.14,1.01,0.12,-0.15,-0.10,0,165.48,27.22,-0.12,0.27,-0.92,-1.04,6.42,-0.27,1
04/04/2026,18:03:51,67,-7.82,1.42,-0.02,-0.14,1.01,0.14,-0.12,-0.11,0,165.55,27.23,-0.12,0.27,-0.92,-0.99,6.43,-0.25,1
04/04/2026,18:03:52,67,-7.82,1.41,-0.02,-0.14,1.01,0.16,-0.09,-0.12,0,165.61,27.23,-0.12,0.27,-0.92,-0.94,6.44,-0.24,1
04/04/2026,18:03:53,67,-7.83,1.40,-0.02,-0.14,1.01,0.18,-0.06,-0.12,0,165.68,27.24,-0.12,0.27,-0.92,-0.88,6.45,-0.22,1
04/04/2026,18:03:54,67,-7.84,1.39,-0.02,-0.14,1.01,0.19,-0.03,-0.12,0,165.76,27.26,-0.12,0.27,-0.92,-0.82,6.47,-0.20,1
04/04/2026,18:03:55,67,-7.85,1.38,-0.02,-0.14,1.01,0.20,0.01,-0.11,0,165.84,27.27,-0.12,0.27,-0.92,-0.76,6.49,-0.17,1
04/04/2026,18:03:56,67,-7.87,1.36,-0.02,-0.14,1.01,0.20,0.04,-0.11,0,165.92,27.29,-0.12,0.27,-0.92,-0.70,6.52,-0.14,1
04/04/2026,18:03:57,67,-7.88,1.35,-0.02,-0.14,1.01,0.19,0.07,-0.09,0,166.01,27.32,-0.12,0.27,-0.92,-0.64,6.54,-0.11,1
04/04/2026,18:03:58,66,-7.90,1.34,-0.02,-0.14,1.01,0.18,0.10,-0.08,0,166.10,27.35,-0.12,0.27,-0.92,-0.59,6.56,-0.09,1
04/04/2026,18:03:59,66,-7.93,1.32,-0.02,-0.14,1.01,0.17,0.13,-0.06,0,166.19,27.38,-0.12,0.27,-0.92,-0.53,6.59,-0.06,1
04/04/2026,18:04:00,66,-7.95,1.31,-0.02,-0.14,1.01,0.15,0.16,-0.04,0,166.28,27.41,-0.12,0.27,-0.92,-0.48,6.61,-0.03,1
04/04/2026,18:04:01,66,-7.98,1.29,-0.02,-0.14,1.01,0.12,0.18,-0.02,0,166.38,27.45,-0.12,0.27,-0.92,-0.43,6.64,-0.01,1
04/04/2026,18:04:02,66,-8.00,1.27,-0.02,-0.14,1.01,0.10,0.20,0.00,0,166.48,27.49,-0.12,0.27,-0.92,-0.38,6.66,0.02,1
04/04/2026,18:04:03,66,-8.03,1.26,-0.02,-0.14,1.01,0.07,0.21,0.02,0,166.58,27.53,-0.12,0.27,-0.92,-0.34,6.68,0.04,1
04/04/2026,18:04:04,66,-8.05,1.24,-0.02,-0.14,1.01,0.03,0.22,0.04,0,166.68,27.58,-0.12,0.27,-0.92,-0.30,6.70,0.05,1
04/04/2026,18:04:05,66,-8.08,1.23,-0.02,-0.14,1.01,0.00,0.22,0.06,0,166.78,27.63,-0.12,0.27,-0.92,-0.27,6.72,0.07,1
04/04/2026,18:04:06,66,-8.10,1.22,-0.02,-0.14,1.01,-0.03,0.22,0.08,0,166.88,27.69,-0.12,0.27,-0.92,-0.25,6.73,0.08,1
04/04/2026,18:04:07,67,-8.12,1.21,-0.02,-0.14,1.01,-0.06,0.21,0.10,0,166.98,27.74,-0.12,0.27,-0.92,-0.23,6.74,0.08,1
04/04/2026,18:04:08,67,-8.14,1.19,-0.02,-0.14,1.01,-0.09,0.20,0.11,0,167.08,27.80,-0.12,0.27,-0.92,-0.22,6.75,0.08,1
04/04/2026,18:04:09,67,-8.15,1.19,-0.02,-0.14,1.01,-0.12,0.18,0.12,0,167.18,27.86,-0.12,0.27,-0.92,-0.21,6.76,0.07,1
04/04/2026,18:04:10,68,-8.16,1.18,-0.02,-0.14,1.01,-0.15,0.16,0.12,0,167.28,27.92,-0.12,0.27,-0.92,-0.21,6.76,0.06,1
04/04/2026,18:04:11,68,-8.17,1.17,-0.02,-0.14,1.01,-0.17,0.13,0.12,0,167.37,27.99,-0.12,0.27,-0.92,-0.22,6.75,0.05,1
04/04/2026,18:04:12,68,-8.18,1.17,-0.02,-0.14,1.01,-0.18,0.11,0.12,0,167.47,28.06,-0.12,0.27,-0.92,-0.23,6.75,0.03,1
04/04/2026,18:04:13,69,-8.18,1.16,-0.02,-0.14,1.01,-0.19,0.07,0.11,0,167.56,28.13,-0.12,0.27,-0.92,-0.24,6.74,0.01,1
04/04/2026,18:04:14,69,-8.18,1.16,-0.02,-0.14,1.01,-0.20,0.04,0.10,0,167.64,28.20,-0.12,0.27,-0.92,-0.26,6.72,-0.01,1
04/04/2026,18:04:15,69,-8.17,1.16,-0.02,-0.14,1.01,-0.20,0.01,0.08,0,167.73,28.27,-0.12,0.27,-0.92,-0.29,6.70,-0.04,1
04/04/2026,18:04:16,69,-8.16,1.16,-0.02,-0.14,1.01,-0.19,-0.03,0.07,0,167.81,28.34,-0.12,0.27,-0.92,-0.32,6.68,-0.06,1
04/04/2026,18:04:17,69,-8.15,1.17,-0.02,-0.14,1.01,-0.18,-0.06,0.05,0,167.88,28.41,-0.12,0.27,-0.92,-0.35,6.66,-0.09,1
04/04/2026,18:04:18,68,-8.13,1.17,-0.02,-0.14,1.01,-0.17,-0.09,0.03,0,167.95,28.49,-0.12,0.27,-0.92,-0.38,6.63,-0.12,1
04/04/2026,18:04:19,68,-8.12,1.18,-0.02,-0.14,1.01,-0.15,-0.12,0.00,0,168.02,28.56,-0.12,0.27,-0.92,-0.41,6.60,-0.15,1
04/04/2026,18:04:20,67,-8.10,1.19,-0.02,-0.14,1.01,-0.12,-0.15,-0.02,0,168.08,28.63,-0.12,0.27,-0.92,-0.45,6.56,-0.17,1
04/04/2026,18:04:21,66,-8.07,1.20,-0.02,-0.14,1.01,-0.09,-0.17,-0.04,0,168.14,28.71,-0.12,0.27,-0.92,-0.48,6.53,-0.20,1
04/04/2026,18:04:22,66,-8.05,1.21,-0.02,-0.14,1.01,-0.06,-0.19,-0.06,0,168.19,28.78,-0.12,0.27,-0.92,-0.51,6.49,-0.22,1
04/04/2026,18:04:23,65,-8.02,1.22,-0.02,-0.14,1.01,-0.03,-0.20,-0.08,0,168.24,28.85,-0.12,0.27,-0.92,-0.54,6.46,-0.24,1
04/04/2026,18:04:24,64,-8.00,1.23,-0.02,-0.14,1.01,0.00,-0.21,-0.09,0,168.28,28.93,-0.12,0.27,-0.92,-0.57,6.42,-0.26,1
04/04/2026,18:04:25,63,-7.97,1.25,-0.02,-0.14,1.01,0.04,-0.22,-0.10,0,168.32,29.00,-0.12,0.27,-0.92,-0.59,6.38,-0.27,1
04/04/2026,18:04:26,61,-7.95,1.26,-0.02,-0.14,1.01,0.07,-0.22,-0.11,0,168.35,29.07,-0.12,0.27,-0.92,-0.61,6.34,-0.28,1
04/04/2026,18:04:27,60,-7.92,1.28,-0.02,-0.14,1.01,0.10,-0.21,-0.12,0,168.38,29.13,-0.12,0.27,-0.92,-0.62,6.31,-0.28,1
04/04/2026,18:04:28,59,-7.90,1.29,-0.02,-0.14,1.01,0.13,-0.20,-0.12,0,168.40,29.20,-0.12,0.27,-0.92,-0.63,6.27,-0.28,1
04/04/2026,18:04:29,58,-7.88,1.31,-0.02,-0.14,1.01,0.15,-0.19,-0.12,0,168.41,29.26,-0.12,0.27,-0.92,-0.63,6.24,-0.27,1
04/04/2026,18:04:30,57,-7.86,1.32,-0.02,-0.14,1.01,0.17,-0.17,-0.11,0,168.42,29.33,-0.12,0.27,-0.92,-0.63,6.21,-0.26,1
04/04/2026,18:04:31,56,-7.85,1.34,-0.02,-0.14,1.01,0.19,-0.14,-0.10,0,168.43,29.39,-0.12,0.28,-0.92,-0.62,6.18,-0.25,1
04/04/2026,18:04:32,55,-7.84,1.35,-0.02,-0.14,1.01,0.20,-0.12,-0.09,0,168.43,29.44,-0.12,0.28,-0.92,-0.60,6.16,-0.23,1
04/04/2026,18:04:33,54,-7.83,1.37,-0.02,-0.14,1.01,0.20,-0.09,-0.07,0,168.43,29.50,-0.12,0.28,-0.92,-0.58,6.14,-0.21,1
04/04/2026,18:04:34,54,-7.82,1.38,-0.02,-0.14,1.01,0.20,-0.06,-0.05,0,168.42,29.55,-0.12,0.28,-0.92,-0.55,6.12,-0.18,1
04/04/2026,18:04:35,53,-7.82,1.39,-0.02,-0.14,1.01,0.19,-0.02,-0.03,0,168.41,29.60,-0.12,0.28,-0.92,-0.51,6.11,-0.16,1
04/04/2026,18:04:36,53,-7.82,1.40,-0.02,-0.14,1.01,0.18,0.01,-0.01,0,168.39,29.64,-0.12,0.28,-0.92,-0.47,6.10,-0.13,1
04/04/2026,18:04:37,53,-7.83,1.41,-0.02,-0.14,1.01,0.16,0.04,0.01,0,168.37,29.69,-0.12,0.28,-0.92,-0.43,6.09,-0.10,1
04/04/2026,18:04:38,53,-7.84,1.42,-0.02,-0.14,1.01,0.14,0.08,0.03,0,168.35,29.72,-0.12,0.28,-0.92,-0.38,6.09,-0.07,1
04/04/2026,18:04:39,53,-7.85,1.43,-0.02,-0.14,1.01,0.12,0.11,0.05,0,168.32,29.76,-0.13,0.28,-0.92,-0.33,6.09,-0.05,1
04/04/2026,18:04:40,54,-7.87,1.43,-0.02,-0.14,1.01,0.09,0.14,0.07,0,168.29,29.79,-0.13,0.28,-0.92,-0.27,6.09,-0.02,1
04/04/2026,18:04:41,54,-7.88,1.44,-0.02,-0.14,1.01,0.06,0.16,0.09,0,168.26,29.82,-0.13,0.28,-0.92,-0.22,6.10,0.00,1
04/04/2026,18:04:42,55,-7.91,1.44,-0.02,-0.14,1.01,0.02,0.18,0.10,0,168.22,29.85,-0.13,0.28,-0.92,-0.16,6.12,0.03,1
04/04/2026,18:04:43,55,-7.93,1.44,-0.02,-0.14,1.01,-0.01,0.20,0.11,0,168.19,29.87,-0.13,0.28,-0.92,-0.10,6.13,0.05,1
04/04/2026,18:04:44,56,-7.95,1.44,-0.02,-0.14,1.01,-0.04,0.21,0.12,0,168.15,29.89,-0.13,0.28,-0.92,-0.04,6.15,0.06,1
04/04/2026,18:04:45,56,-7.98,1.44,-0.02,-0.14,1.01,-0.07,0.22,0.12,0,168.12,29.90,-0.13,0.28,-0.92,0.02,6.17,0.07,1
04/04/2026,18:04:46,57,-8.00,1.43,-0.02,-0.14,1.01,-0.10,0.22,0.12,0,168.08,29.91,-0.13,0.28,-0.92,0.08,6.19,0.08,1
04/04/2026,18:04:47,58,-8.03,1.42,-0.02,-0.14,1.01,-0.13,0.22,0.11,0,168.04,29.92,-0.13,0.28,-0.92,0.13,6.21,0.08,1
04/04/2026,18:04:48,58,-8.05,1.42,-0.02,-0.14,1.01,-0.15,0.21,0.10,0,168.00,29.92,-0.13,0.28,-0.92,0.18,6.24,0.08,1
04/04/2026,18:04:49,59,-8.08,1.41,-0.02,-0.14,1.01,-0.17,0.20,0.09,0,167.97,29.92,-0.13,0.28,-0.92,0.23,6.26,0.07,1
04/04/2026,18:04:50,59,-8.10,1.40,-0.02,-0.14,1.01,-0.19,0.18,0.08,0,167.93,29.92,-0.13,0.28,-0.92,0.27,6.29,0.06,1
04/04/2026,18:04:51,60,-8.12,1.39,-0.02,-0.14,1.01,-0.20,0.16,0.06,0,167.90,29.92,-0.13,0.28,-0.92,0.31,6.31,0.04,1
04/04/2026,18:04:52,60,-8.14,1.37,-0.02,-0.14,1.01,-0.20,0.13,0.04,0,167.87,29.91,-0.13,0.28,-0.92,0.34,6.34,0.03,1
04/04/2026,18:04:53,60,-8.15,1.36,-0.02,-0.14,1.01,-0.20,0.10,0.02,0,167.84,29.90,-0.13,0.28,-0.92,0.36,6.36,0.00,1
04/04/2026,18:04:54,60,-8.16,1.34,-0.02,-0.14,1.01,-0.19,0.07,-0.01,0,167.82,29.88,-0.13,0.28,-0.92,0.38,6.38,-0.02,1
04/04/2026,18:04:55,60,-8.17,1.33,-0.02,-0.14,1.01,-0.18,0.04,-0.03,0,167.79,29.86,-0.13,0.28,-0.92,0.40,6.40,-0.05,1
04/04/2026,18:04:56,60,-8.18,1.31,-0.02,-0.14,1.01,-0.16,0.00,-0.05,0,167.77,29.85,-0.13,0.28,-0.92,0.40,6.41,-0.07,1
04/04/2026,18:04:57,60,-8.18,1.30,-0.02,-0.14,1.01,-0.14,-0.03,-0.07,0,167.76,29.82,-0.13,0.28,-0.92,0.41,6.42,-0.10,1
04/04/2026,18:04:58,60,-8.18,1.28,-0.02,-0.14,1.01,-0.11,-0.06,-0.08,0,167.75,29.80,-0.13,0.28,-0.92,0.40,6.43,-0.13,1
04/04/2026,18:04:59,60,-8.17,1.27,-0.02,-0.14,1.01,-0.08,-0.10,-0.10,0,167.74,29.77,-0.13,0.28,-0.92,0.39,6.44,-0.16,1
